thisRowDuration,keyResponse,keyResponseCorrect,letter,nBackType,reactionTime,participant,session,date
142.39663959999996,['space'],1.0,R,1.0,0.42387489999998706,301,pink,2023-11-15_16h57.58.156
144.49493340000004,['space'],1.0,R,1.0,0.4476181999999653,301,pink,2023-11-15_16h57.58.156
146.59277139999995,['space'],1.0,R,1.0,0.41328469999996287,301,pink,2023-11-15_16h57.58.156
148.6914696,,1.0,E,1.0,,301,pink,2023-11-15_16h57.58.156
150.7896521,['space'],1.0,E,1.0,0.4804855999999518,301,pink,2023-11-15_16h57.58.156
154.66988000000003,,1.0,B,2.0,,301,pink,2023-11-15_16h57.58.156
156.76800360000004,['space'],0.0,B,2.0,0.65073110000003,301,pink,2023-11-15_16h57.58.156
158.86635079999996,['space'],1.0,B,2.0,0.7201982999999927,301,pink,2023-11-15_16h57.58.156
160.96472630000005,,1.0,V,2.0,,301,pink,2023-11-15_16h57.58.156
163.06295739999996,,1.0,T,2.0,,301,pink,2023-11-15_16h57.58.156
165.1611362,['space'],1.0,V,2.0,0.4417819000000236,301,pink,2023-11-15_16h57.58.156
