response,is_correct,nback_type,rt,participant,session,date
,1.0,1.0,,200,pink,2023-11-18_15h34.14.289
,,,,200,pink,2023-11-18_15h34.14.289
,1.0,2.0,,200,pink,2023-11-18_15h34.14.289
,1.0,2.0,,200,pink,2023-11-18_15h34.14.289
,1.0,2.0,,200,pink,2023-11-18_15h34.14.289
,1.0,2.0,,200,pink,2023-11-18_15h34.14.289
,0.0,2.0,,200,pink,2023-11-18_15h34.14.289
,0.0,2.0,,200,pink,2023-11-18_15h34.14.289
,0.0,2.0,,200,pink,2023-11-18_15h34.14.289
,1.0,2.0,,200,pink,2023-11-18_15h34.14.289
,1.0,2.0,,200,pink,2023-11-18_15h34.14.289
,0.0,2.0,,200,pink,2023-11-18_15h34.14.289
,1.0,2.0,,200,pink,2023-11-18_15h34.14.289
,1.0,2.0,,200,pink,2023-11-18_15h34.14.289
,,,,200,pink,2023-11-18_15h34.14.289
,1.0,2.0,,200,silence,2023-11-18_15h23.02.231
,1.0,2.0,,200,silence,2023-11-18_15h23.02.231
['space'],1.0,2.0,[0.8141363330068998],200,silence,2023-11-18_15h23.02.231
,1.0,2.0,,200,silence,2023-11-18_15h23.02.231
['space'],1.0,2.0,[0.5241843750118278],200,silence,2023-11-18_15h23.02.231
,1.0,2.0,,200,silence,2023-11-18_15h23.02.231
['space'],1.0,2.0,[0.735197292000521],200,silence,2023-11-18_15h23.02.231
,1.0,2.0,,200,silence,2023-11-18_15h23.02.231
,1.0,2.0,,200,silence,2023-11-18_15h23.02.231
['space'],1.0,2.0,[0.6878311249893159],200,silence,2023-11-18_15h23.02.231
,1.0,2.0,,200,silence,2023-11-18_15h23.02.231
['space'],1.0,2.0,[0.5451089999987744],200,silence,2023-11-18_15h23.02.231
,,,,200,silence,2023-11-18_15h23.02.231
,1.0,2.0,,200,silence,2023-11-18_15h23.02.231
,1.0,2.0,,200,silence,2023-11-18_15h23.02.231
,1.0,2.0,,200,silence,2023-11-18_15h23.02.231
['space'],0.0,2.0,[1.6710167909623124],200,silence,2023-11-18_15h23.02.231
,1.0,2.0,,200,silence,2023-11-18_15h23.02.231
,0.0,2.0,,200,silence,2023-11-18_15h23.02.231
['space'],1.0,2.0,[0.5698469170019962],200,silence,2023-11-18_15h23.02.231
['space'],1.0,2.0,[0.9722434579744004],200,silence,2023-11-18_15h23.02.231
,1.0,2.0,,200,silence,2023-11-18_15h23.02.231
,0.0,2.0,,200,silence,2023-11-18_15h23.02.231
,1.0,2.0,,200,silence,2023-11-18_15h23.02.231
,0.0,2.0,,200,silence,2023-11-18_15h23.02.231
,,,,200,silence,2023-11-18_15h23.02.231
,1.0,1.0,,200,silence,2023-11-18_15h23.02.231
['space'],1.0,1.0,[0.5582940410240553],200,silence,2023-11-18_15h23.02.231
['space'],1.0,1.0,[0.6776295420131646],200,silence,2023-11-18_15h23.02.231
['space'],1.0,1.0,[0.46834291599225253],200,silence,2023-11-18_15h23.02.231
['space'],1.0,1.0,[0.7415506250108592],200,silence,2023-11-18_15h23.02.231
['space'],1.0,1.0,[0.46492450003279373],200,silence,2023-11-18_15h23.02.231
,1.0,1.0,,200,silence,2023-11-18_15h23.02.231
['space'],0.0,1.0,[0.6018571250024252],200,silence,2023-11-18_15h23.02.231
['space'],1.0,1.0,[1.0433428750257008],200,silence,2023-11-18_15h23.02.231
,1.0,1.0,,200,silence,2023-11-18_15h23.02.231
,1.0,1.0,,200,silence,2023-11-18_15h23.02.231
,0.0,1.0,,200,silence,2023-11-18_15h23.02.231
,,,,200,silence,2023-11-18_15h23.02.231
,1.0,1.0,,200,silence,2023-11-18_15h23.02.231
['space'],1.0,1.0,[1.8043131660087965],200,silence,2023-11-18_15h23.02.231
,1.0,1.0,,200,silence,2023-11-18_15h23.02.231
,0.0,1.0,,200,silence,2023-11-18_15h23.02.231
,1.0,1.0,,200,silence,2023-11-18_15h23.02.231
,0.0,1.0,,200,silence,2023-11-18_15h23.02.231
,1.0,1.0,,200,silence,2023-11-18_15h23.02.231
,1.0,1.0,,200,silence,2023-11-18_15h23.02.231
,1.0,1.0,,200,silence,2023-11-18_15h23.02.231
,1.0,1.0,,200,silence,2023-11-18_15h23.02.231
,1.0,1.0,,200,silence,2023-11-18_15h23.02.231
,1.0,1.0,,200,silence,2023-11-18_15h23.02.231
,,,,200,silence,2023-11-18_15h23.02.231
,1.0,1.0,,200,silence,2023-11-18_15h23.02.231
,1.0,1.0,,200,silence,2023-11-18_15h23.02.231
['space'],1.0,1.0,[0.6857377089909278],200,silence,2023-11-18_15h23.02.231
['space'],1.0,1.0,[0.9123237910098396],200,silence,2023-11-18_15h23.02.231
,1.0,1.0,,200,silence,2023-11-18_15h23.02.231
,1.0,1.0,,200,silence,2023-11-18_15h23.02.231
,1.0,1.0,,200,silence,2023-11-18_15h23.02.231
,1.0,1.0,,200,silence,2023-11-18_15h23.02.231
,1.0,1.0,,200,silence,2023-11-18_15h23.02.231
['space'],1.0,1.0,[0.4635520000010729],200,silence,2023-11-18_15h23.02.231
,1.0,1.0,,200,silence,2023-11-18_15h23.02.231
,1.0,1.0,,200,silence,2023-11-18_15h23.02.231
,,,,200,silence,2023-11-18_15h23.02.231
,1.0,2.0,,200,silence,2023-11-18_15h23.02.231
,1.0,2.0,,200,silence,2023-11-18_15h23.02.231
['space'],1.0,2.0,[0.41550379199907184],200,silence,2023-11-18_15h23.02.231
,1.0,2.0,,200,silence,2023-11-18_15h23.02.231
['space'],1.0,2.0,[0.6754158749827184],200,silence,2023-11-18_15h23.02.231
,1.0,2.0,,200,silence,2023-11-18_15h23.02.231
['space'],1.0,2.0,[0.703799499955494],200,silence,2023-11-18_15h23.02.231
,1.0,2.0,,200,silence,2023-11-18_15h23.02.231
,1.0,2.0,,200,silence,2023-11-18_15h23.02.231
,1.0,2.0,,200,silence,2023-11-18_15h23.02.231
['space'],1.0,2.0,[0.6332746249972843],200,silence,2023-11-18_15h23.02.231
['space'],1.0,2.0,[0.695400915981736],200,silence,2023-11-18_15h23.02.231
,,,,200,silence,2023-11-18_15h23.02.231
,1.0,2.0,,200,silence,2023-11-18_15h23.02.231
,1.0,2.0,,200,silence,2023-11-18_15h23.02.231
['space'],1.0,2.0,[0.446356917032972],200,silence,2023-11-18_15h23.02.231
,1.0,2.0,,200,silence,2023-11-18_15h23.02.231
['space'],1.0,2.0,[0.5537021250347607],200,silence,2023-11-18_15h23.02.231
,1.0,2.0,,200,silence,2023-11-18_15h23.02.231
,1.0,2.0,,200,silence,2023-11-18_15h23.02.231
['space'],1.0,2.0,[0.430049583024811],200,silence,2023-11-18_15h23.02.231
,1.0,2.0,,200,silence,2023-11-18_15h23.02.231
['space'],1.0,2.0,[0.41243095899699256],200,silence,2023-11-18_15h23.02.231
,1.0,2.0,,200,silence,2023-11-18_15h23.02.231
['space'],1.0,2.0,[0.4728010830003768],200,silence,2023-11-18_15h23.02.231
,,,,200,silence,2023-11-18_15h23.02.231
,1.0,1.0,,200,silence,2023-11-18_15h23.02.231
,1.0,1.0,,200,silence,2023-11-18_15h23.02.231
['space'],1.0,1.0,[0.736164249945432],200,silence,2023-11-18_15h23.02.231
,1.0,1.0,,200,silence,2023-11-18_15h23.02.231
,1.0,1.0,,200,silence,2023-11-18_15h23.02.231
,1.0,1.0,,200,silence,2023-11-18_15h23.02.231
,1.0,1.0,,200,silence,2023-11-18_15h23.02.231
,0.0,1.0,,200,silence,2023-11-18_15h23.02.231
['space'],1.0,1.0,[0.48639641696354374],200,silence,2023-11-18_15h23.02.231
,1.0,1.0,,200,silence,2023-11-18_15h23.02.231
['space'],1.0,1.0,[0.5629655409720726],200,silence,2023-11-18_15h23.02.231
['space'],1.0,1.0,[0.598693625011947],200,silence,2023-11-18_15h23.02.231
,,,,200,silence,2023-11-18_15h23.02.231
,1.0,1.0,,201,brown,2023-11-18_18h23.20.994
,1.0,1.0,,201,brown,2023-11-18_18h23.20.994
,1.0,1.0,,201,brown,2023-11-18_18h23.20.994
,1.0,1.0,,201,brown,2023-11-18_18h23.20.994
,1.0,1.0,,201,brown,2023-11-18_18h23.20.994
['space'],1.0,1.0,[0.5058563750353642],201,brown,2023-11-18_18h23.20.994
,1.0,1.0,,201,brown,2023-11-18_18h23.20.994
,1.0,1.0,,201,brown,2023-11-18_18h23.20.994
['space'],1.0,1.0,[0.5156297920038924],201,brown,2023-11-18_18h23.20.994
,1.0,1.0,,201,brown,2023-11-18_18h23.20.994
,1.0,1.0,,201,brown,2023-11-18_18h23.20.994
,1.0,1.0,,201,brown,2023-11-18_18h23.20.994
,,,,201,brown,2023-11-18_18h23.20.994
,1.0,2.0,,201,brown,2023-11-18_18h23.20.994
,1.0,2.0,,201,brown,2023-11-18_18h23.20.994
,1.0,2.0,,201,brown,2023-11-18_18h23.20.994
,1.0,2.0,,201,brown,2023-11-18_18h23.20.994
,1.0,2.0,,201,brown,2023-11-18_18h23.20.994
,1.0,2.0,,201,brown,2023-11-18_18h23.20.994
,1.0,2.0,,201,brown,2023-11-18_18h23.20.994
,1.0,2.0,,201,brown,2023-11-18_18h23.20.994
,1.0,2.0,,201,brown,2023-11-18_18h23.20.994
,1.0,2.0,,201,brown,2023-11-18_18h23.20.994
['space'],1.0,2.0,[0.5394366660038941],201,brown,2023-11-18_18h23.20.994
,1.0,2.0,,201,brown,2023-11-18_18h23.20.994
,,,,201,brown,2023-11-18_18h23.20.994
,1.0,1.0,,201,brown,2023-11-18_18h23.20.994
,1.0,1.0,,201,brown,2023-11-18_18h23.20.994
['space'],1.0,1.0,[0.5555231249891222],201,brown,2023-11-18_18h23.20.994
['space'],1.0,1.0,[0.6379603750538081],201,brown,2023-11-18_18h23.20.994
,1.0,1.0,,201,brown,2023-11-18_18h23.20.994
,1.0,1.0,,201,brown,2023-11-18_18h23.20.994
,1.0,1.0,,201,brown,2023-11-18_18h23.20.994
,1.0,1.0,,201,brown,2023-11-18_18h23.20.994
,1.0,1.0,,201,brown,2023-11-18_18h23.20.994
['space'],1.0,1.0,[0.48425974999554455],201,brown,2023-11-18_18h23.20.994
,1.0,1.0,,201,brown,2023-11-18_18h23.20.994
['space'],1.0,1.0,[0.876591958978679],201,brown,2023-11-18_18h23.20.994
,,,,201,brown,2023-11-18_18h23.20.994
,1.0,1.0,,201,brown,2023-11-18_18h23.20.994
,1.0,1.0,,201,brown,2023-11-18_18h23.20.994
,1.0,1.0,,201,brown,2023-11-18_18h23.20.994
,1.0,1.0,,201,brown,2023-11-18_18h23.20.994
,1.0,1.0,,201,brown,2023-11-18_18h23.20.994
,1.0,1.0,,201,brown,2023-11-18_18h23.20.994
['space'],1.0,1.0,[0.6278639999800362],201,brown,2023-11-18_18h23.20.994
['space'],1.0,1.0,[0.4964220839901827],201,brown,2023-11-18_18h23.20.994
,1.0,1.0,,201,brown,2023-11-18_18h23.20.994
['space'],1.0,1.0,[0.5417550410493277],201,brown,2023-11-18_18h23.20.994
,1.0,1.0,,201,brown,2023-11-18_18h23.20.994
['space'],1.0,1.0,[0.83717583399266],201,brown,2023-11-18_18h23.20.994
,,,,201,brown,2023-11-18_18h23.20.994
,1.0,1.0,,201,brown,2023-11-18_18h23.20.994
,1.0,1.0,,201,brown,2023-11-18_18h23.20.994
,1.0,1.0,,201,brown,2023-11-18_18h23.20.994
,1.0,1.0,,201,brown,2023-11-18_18h23.20.994
['space'],1.0,1.0,[0.5544164589955471],201,brown,2023-11-18_18h23.20.994
,1.0,1.0,,201,brown,2023-11-18_18h23.20.994
,1.0,1.0,,201,brown,2023-11-18_18h23.20.994
,1.0,1.0,,201,brown,2023-11-18_18h23.20.994
['space'],1.0,1.0,[0.5304297499824315],201,brown,2023-11-18_18h23.20.994
['space'],1.0,1.0,[0.49259991699364036],201,brown,2023-11-18_18h23.20.994
['space'],1.0,1.0,[0.5122971250093542],201,brown,2023-11-18_18h23.20.994
,1.0,1.0,,201,brown,2023-11-18_18h23.20.994
,,,,201,brown,2023-11-18_18h23.20.994
,1.0,2.0,,201,brown,2023-11-18_18h23.20.994
,1.0,2.0,,201,brown,2023-11-18_18h23.20.994
['space'],1.0,2.0,[0.4365783749963157],201,brown,2023-11-18_18h23.20.994
,1.0,2.0,,201,brown,2023-11-18_18h23.20.994
,1.0,2.0,,201,brown,2023-11-18_18h23.20.994
['space'],1.0,2.0,[0.4867934170179069],201,brown,2023-11-18_18h23.20.994
['space'],1.0,2.0,[0.6065927500021644],201,brown,2023-11-18_18h23.20.994
,1.0,2.0,,201,brown,2023-11-18_18h23.20.994
,1.0,2.0,,201,brown,2023-11-18_18h23.20.994
,1.0,2.0,,201,brown,2023-11-18_18h23.20.994
['space'],1.0,2.0,[0.4851389169925824],201,brown,2023-11-18_18h23.20.994
,1.0,2.0,,201,brown,2023-11-18_18h23.20.994
,,,,201,brown,2023-11-18_18h23.20.994
,1.0,2.0,,201,brown,2023-11-18_18h23.20.994
,1.0,2.0,,201,brown,2023-11-18_18h23.20.994
['space'],1.0,2.0,[0.6131029999814928],201,brown,2023-11-18_18h23.20.994
,1.0,2.0,,201,brown,2023-11-18_18h23.20.994
['space'],1.0,2.0,[0.7039604589808732],201,brown,2023-11-18_18h23.20.994
,1.0,2.0,,201,brown,2023-11-18_18h23.20.994
['space'],1.0,2.0,[0.5018223749939352],201,brown,2023-11-18_18h23.20.994
,1.0,2.0,,201,brown,2023-11-18_18h23.20.994
,1.0,2.0,,201,brown,2023-11-18_18h23.20.994
['space'],1.0,2.0,[1.0459382919943891],201,brown,2023-11-18_18h23.20.994
,1.0,2.0,,201,brown,2023-11-18_18h23.20.994
,1.0,2.0,,201,brown,2023-11-18_18h23.20.994
,,,,201,brown,2023-11-18_18h23.20.994
,1.0,2.0,,201,brown,2023-11-18_18h23.20.994
,1.0,2.0,,201,brown,2023-11-18_18h23.20.994
,1.0,2.0,,201,brown,2023-11-18_18h23.20.994
['space'],1.0,2.0,[0.47050662501715124],201,brown,2023-11-18_18h23.20.994
,1.0,2.0,,201,brown,2023-11-18_18h23.20.994
,1.0,2.0,,201,brown,2023-11-18_18h23.20.994
['space'],1.0,2.0,[0.4330306249903515],201,brown,2023-11-18_18h23.20.994
,1.0,2.0,,201,brown,2023-11-18_18h23.20.994
,0.0,2.0,,201,brown,2023-11-18_18h23.20.994
['space'],1.0,2.0,[0.39875200000824407],201,brown,2023-11-18_18h23.20.994
['space'],1.0,2.0,[0.6425614170148037],201,brown,2023-11-18_18h23.20.994
,1.0,2.0,,201,brown,2023-11-18_18h23.20.994
,,,,201,brown,2023-11-18_18h23.20.994
,1.0,2.0,,201,pink,2023-11-18_18h27.09.652
,1.0,2.0,,201,pink,2023-11-18_18h27.09.652
,1.0,2.0,,201,pink,2023-11-18_18h27.09.652
,1.0,2.0,,201,pink,2023-11-18_18h27.09.652
['space'],1.0,2.0,[0.5073447080212645],201,pink,2023-11-18_18h27.09.652
